age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
37,Private,161141,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
70,Private,304570,Bachelors,13,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,32,Philippines
28,Local-gov,407672,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
24,Private,73928,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States
69,Private,230417,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,China
37,Private,260093,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
28,Private,96020,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
54,Private,104421,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
56,State-gov,93415,HS-grad,9,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
27,Local-gov,282664,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,45,?
21,Private,202871,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,44,United-States
29,Private,169683,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
27,Private,271603,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,24,?
32,Private,340917,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
31,Private,329874,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
55,State-gov,120781,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India
48,Private,138069,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
58,Self-emp-not-inc,33309,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,80,United-States
23,Private,76432,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
28,State-gov,277635,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States
49,Local-gov,123088,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States
51,Private,57698,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States
23,Private,181820,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,53,United-States
40,Self-emp-not-inc,98985,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States
59,Private,98350,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China
47,Private,125120,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States
37,Private,243409,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
43,Private,62857,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
40,Private,283174,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
48,Private,107373,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
29,Private,201155,9th,5,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States
48,Private,187505,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
37,Private,61778,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States
28,Private,149652,10th,6,Never-married,Other-service,Own-child,Black,Female,0,0,30,United-States
56,Private,170324,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago
45,Private,165937,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States
60,State-gov,114060,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
53,State-gov,58913,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States
37,State-gov,378916,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
31,Private,241885,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
29,Private,224421,Assoc-voc,11,Married-AF-spouse,Farming-fishing,Husband,White,Male,0,0,44,United-States
31,?,213771,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,36,United-States
39,Private,315565,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Cuba
31,Local-gov,153005,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
17,Private,198606,11th,7,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,16,United-States
19,Private,260333,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
24,Private,219510,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,32,United-States
34,Private,136862,1st-4th,2,Never-married,Other-service,Other-relative,White,Female,0,0,40,Guatemala
58,Private,187067,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,62,Canada
23,Private,325921,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States
33,Private,268127,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States
76,Private,142535,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,6,United-States
40,Private,177083,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States
28,Private,77009,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,50,United-States
41,Private,306405,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States
22,Federal-gov,262819,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
29,Private,49087,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
26,Private,53833,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States
22,Private,81145,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States
41,Private,215479,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,43,United-States
29,Private,113464,HS-grad,9,Never-married,Transport-moving,Other-relative,Other,Male,0,0,40,Dominican-Republic
72,Federal-gov,217864,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
41,Self-emp-inc,117721,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States
19,Private,199484,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States
25,Private,248851,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
24,Private,116968,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
59,Private,366618,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States
17,Private,240143,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States
59,?,424468,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
50,?,194186,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States
29,Private,247053,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States
43,Private,180599,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
29,Local-gov,190330,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States
29,State-gov,199450,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States
32,Local-gov,199539,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
17,?,94366,10th,6,Never-married,?,Other-relative,White,Male,0,0,6,United-States
50,Self-emp-not-inc,29231,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
43,Private,33126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
41,Private,102085,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
32,Private,212064,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
54,State-gov,166774,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
65,Private,95303,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
18,?,379768,HS-grad,9,Never-married,?,Own-child,Other,Female,0,0,40,United-States
70,Self-emp-inc,247383,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
53,Private,229465,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
21,Private,180052,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
20,Private,214387,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
47,State-gov,149337,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,38,United-States
31,Private,34374,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
45,Self-emp-not-inc,58683,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
35,Private,403037,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
55,Private,32365,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
49,Private,155489,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
33,Self-emp-inc,289886,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam
30,Federal-gov,54684,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,?
19,Private,101549,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States
48,Self-emp-inc,51579,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
41,Private,40151,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
29,Private,244721,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States
47,Local-gov,228372,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States
53,Local-gov,236873,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
19,Private,250249,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States
71,Private,93202,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,16,United-States
29,Private,176723,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States
43,Local-gov,175526,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
23,Private,91842,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States
52,Private,71768,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
56,Private,181220,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
28,Private,204516,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
44,Self-emp-not-inc,89172,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States
37,Federal-gov,143547,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
30,Private,310889,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
31,Local-gov,150324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
20,Private,216472,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
64,Private,212838,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States
45,Private,168283,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
40,Private,187702,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
19,Private,60661,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States
54,Private,115284,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States
61,Self-emp-inc,98350,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan
18,Private,195372,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
62,?,81578,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
33,Private,111567,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
51,Private,244572,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0,0,37,United-States
54,Private,230919,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
24,Private,282604,Some-college,10,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,24,United-States
54,Private,320196,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Germany
42,Private,201466,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
51,Federal-gov,254211,Masters,14,Widowed,Sales,Unmarried,White,Male,0,0,50,El-Salvador
41,Private,599629,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States
31,State-gov,161631,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
21,Private,202373,Assoc-voc,11,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
52,Private,169549,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
20,Private,127185,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States
18,Private,184277,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States
58,Private,119751,HS-grad,9,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,0,0,60,Philippines
23,Private,294701,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
21,Private,26842,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States
43,State-gov,114537,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
53,Private,126386,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
18,Private,163787,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
44,Private,98211,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
31,Private,175509,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
48,Private,159854,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
55,Self-emp-inc,120920,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
24,Private,187551,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States
41,State-gov,27305,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
35,Private,216711,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47,Local-gov,218596,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
54,Private,280292,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,32,United-States
40,Private,200496,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States
56,Self-emp-not-inc,78090,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States
23,Private,118693,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
34,Self-emp-not-inc,203488,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
27,Local-gov,172091,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States
32,Private,113364,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
72,Self-emp-not-inc,139889,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,74,United-States
32,Private,110279,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States
53,Private,242859,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,40,Cuba
18,Private,132986,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States
41,Federal-gov,187462,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
29,Private,264961,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States
70,?,148065,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,4,United-States
46,Self-emp-inc,200949,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,50,?
47,Private,47247,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
56,Local-gov,571017,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States
47,Private,302711,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
42,Self-emp-inc,50356,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
22,Private,199336,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States
42,Private,341178,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,Mexico
42,Federal-gov,70240,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States
46,Private,229394,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
55,Private,82098,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,55,United-States
57,Private,170411,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
25,Private,109532,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
43,Private,142682,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,Dominican-Republic
34,Self-emp-inc,127651,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States
27,Local-gov,236472,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,Female,0,0,40,United-States
37,Private,111499,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
48,Private,425199,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,45,United-States
38,Private,229009,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States
37,Private,234807,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37,United-States
45,Private,738812,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States
56,Private,204816,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
64,Private,342494,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
35,Local-gov,226311,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,38,United-States
23,Private,143062,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
42,Local-gov,125155,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,90,United-States
23,Private,329925,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States
26,?,208994,Some-college,10,Never-married,?,Own-child,White,Male,0,0,12,United-States
56,Local-gov,212864,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
21,Private,118693,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
29,Private,253593,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States
32,State-gov,206051,Some-college,10,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0,0,50,United-States
72,Private,497280,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States
19,Private,140985,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,25,United-States
25,Local-gov,191921,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States
58,Private,142158,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,United-States
24,Private,249046,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
41,Private,213019,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38,United-States
40,Private,199599,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
37,Private,186191,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,?
25,Private,28008,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
43,Self-emp-inc,82488,Bachelors,13,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines
36,Private,117073,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
41,Private,325786,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
31,Private,37546,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
22,Private,204226,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States
36,Private,133299,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
42,Private,29702,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
29,Private,307812,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
25,Private,174545,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,46,United-States
23,Private,233472,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
34,Private,184147,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,20,United-States
33,Private,200246,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
38,Private,166585,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States
21,Private,335570,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,?
39,Private,53569,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
50,Private,167065,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
32,Private,113364,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States
40,Federal-gov,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
20,Private,205975,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
56,Private,65325,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
30,Local-gov,194740,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
39,Private,99065,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,39,United-States
25,Private,212793,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
33,Private,112941,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
41,State-gov,187322,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
50,Private,283676,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
44,Private,173682,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
27,Private,168470,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
58,Private,141807,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Italy
25,Private,245628,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,15,Mexico
31,Private,264864,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States
39,Private,262841,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
55,Private,37438,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22,Private,170800,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
44,Private,152150,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
44,Private,159580,12th,8,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States
61,Private,477209,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,United-States
32,Private,70985,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
35,Private,241998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
28,Private,249541,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
57,Private,135339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
32,Private,44675,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States
46,State-gov,247992,7th-8th,4,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
43,Self-emp-inc,48087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
62,Local-gov,114045,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States
60,State-gov,69251,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,38,China
67,Private,192670,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,20,United-States
19,Private,268392,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,30,United-States
55,?,170994,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States
48,Private,431513,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States
19,State-gov,37332,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
19,Private,35865,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States
43,Private,183891,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
31,Private,150309,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,90,United-States
65,Private,93318,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States
32,Private,171814,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
36,State-gov,183735,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
41,Private,353541,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico
72,?,271352,10th,6,Divorced,?,Not-in-family,White,Male,0,0,12,United-States
27,Private,223751,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
75,Self-emp-inc,164570,11th,7,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
39,?,281363,10th,6,Widowed,?,Unmarried,White,Female,0,0,15,United-States
47,Private,34458,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
31,Private,254293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
40,Private,270147,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
48,Private,195491,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States
